Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,Month,Dates
09:30 ,75 F,66 F,73 %,ESE,8 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-01
10:00 ,75 F,66 F,73 %,ESE,7 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-01
10:30 ,75 F,66 F,73 %,E,8 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-01
11:00 ,77 F,66 F,69 %,ESE,9 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-01
11:30 ,75 F,68 F,78 %,E,9 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-01
12:00 ,72 F,68 F,88 %,E,8 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-01
12:30 ,72 F,70 F,94 %,E,7 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-01
13:00,70 F,70 F,100 %,E,8 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-01
13:30,68 F,68 F,100 %,E,8 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-01
14:00,68 F,68 F,100 %,E,7 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-01
14:30,68 F,68 F,100 %,E,7 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
15:00,68 F,68 F,100 %,E,7 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
15:30,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
16:00,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
16:30,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
17:00,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
17:30,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-01
18:00,68 F,68 F,100 %,ESE,9 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-01
18:30,66 F,66 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-01
19:00,66 F,66 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-01
19:30,66 F,66 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-01
20:00,64 F,64 F,100 %,E,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-01
20:30,64 F,64 F,100 %,ESE,6 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
21:00,66 F,66 F,100 %,ESE,6 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
21:30,64 F,64 F,100 %,E,5 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
22:00,64 F,64 F,100 %,ESE,5 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
22:30,64 F,64 F,100 %,E,8 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
23:00,64 F,64 F,100 %,E,6 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-01
00:30 ,68 F,68 F,100 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
01:00 ,68 F,68 F,100 %,ESE,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
01:30 ,68 F,68 F,100 %,ESE,5 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
02:00 ,68 F,68 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-02
02:30 ,68 F,68 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-02
03:00 ,70 F,70 F,100 %,E,3 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-02
03:30 ,70 F,70 F,100 %,SSE,5 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-02
04:00 ,72 F,68 F,88 %,SSE,8 mph,0 mph,27.04 in,0.0 in,Fog,01,2020-01-02
04:30 ,72 F,70 F,94 %,SSE,8 mph,0 mph,27.04 in,0.0 in,Fog,01,2020-01-02
05:00 ,72 F,68 F,88 %,ESE,8 mph,59 mph,27.04 in,0.0 in,Fog,01,2020-01-02
05:30 ,73 F,66 F,78 %,S,3 mph,0 mph,27.04 in,0.0 in,Partly Cloudy,01,2020-01-02
05:30 ,72 F,68 F,88 %,SE,9 mph,0 mph,27.04 in,0.0 in,Fog,01,2020-01-02
06:00 ,73 F,66 F,78 %,SE,7 mph,0 mph,27.04 in,0.0 in,Partly Cloudy,01,2020-01-02
06:00 ,75 F,66 F,73 %,SSE,7 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
06:30 ,75 F,64 F,69 %,SSE,7 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-02
07:00 ,77 F,64 F,65 %,SSE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-02
07:30 ,77 F,64 F,65 %,SSE,5 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-02
08:00 ,77 F,64 F,65 %,SE,6 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-02
08:30 ,77 F,64 F,65 %,VAR,3 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
09:00 ,79 F,63 F,57 %,E,5 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
09:30 ,81 F,61 F,51 %,SSW,8 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
10:00 ,81 F,59 F,48 %,WSW,5 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
10:30 ,81 F,59 F,48 %,S,7 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
11:00 ,79 F,61 F,54 %,SE,7 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
11:30 ,79 F,63 F,57 %,E,7 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
12:00 ,77 F,63 F,61 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-02
12:30 ,77 F,63 F,61 %,SE,6 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-02
13:00,75 F,63 F,65 %,SE,7 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-02
13:30,75 F,64 F,69 %,SE,6 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-02
14:00,73 F,64 F,73 %,SE,6 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-02
14:30,73 F,64 F,73 %,SE,7 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-02
15:00,72 F,66 F,83 %,ESE,6 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
15:30,70 F,68 F,94 %,ESE,6 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
16:00,68 F,68 F,100 %,ESE,5 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
16:30,70 F,70 F,100 %,SE,6 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
17:00,70 F,70 F,100 %,SE,6 mph,0 mph,27.02 in,0.0 in,Partly Cloudy,01,2020-01-02
17:30,68 F,68 F,100 %,ESE,3 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-02
18:00,66 F,66 F,100 %,ESE,6 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-02
18:30,66 F,66 F,100 %,ESE,8 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-02
19:00,68 F,68 F,100 %,E,5 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
19:30,68 F,68 F,100 %,E,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
20:00,68 F,68 F,100 %,ESE,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
20:30,68 F,68 F,100 %,ESE,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-02
21:00,68 F,68 F,100 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
21:30,68 F,68 F,100 %,ESE,5 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
22:00,68 F,68 F,100 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
22:30,68 F,68 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
23:00,68 F,68 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-02
00:30 ,66 F,66 F,100 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
02:30 ,66 F,66 F,100 %,SSE,7 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
03:00 ,68 F,68 F,100 %,VAR,5 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
03:30 ,70 F,70 F,100 %,SSE,8 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-03
04:00 ,72 F,70 F,94 %,SSE,8 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-03
04:30 ,73 F,70 F,88 %,SSE,8 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-03
05:00 ,75 F,68 F,78 %,SSE,9 mph,0 mph,27.02 in,0.0 in,Fog,01,2020-01-03
05:30 ,77 F,66 F,69 %,SSE,9 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
05:30 ,79 F,63 F,57 %,VAR,6 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
06:00 ,77 F,64 F,65 %,S,8 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
06:00 ,81 F,61 F,51 %,VAR,7 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-03
06:30 ,81 F,61 F,51 %,S,6 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-03
07:00 ,81 F,61 F,51 %,SSW,6 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
07:30 ,82 F,61 F,48 %,VAR,6 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-03
08:00 ,82 F,59 F,45 %,SSE,6 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
08:30 ,82 F,59 F,45 %,ESE,5 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
09:00 ,84 F,59 F,42 %,SE,5 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
09:30 ,84 F,57 F,40 %,S,6 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-03
10:00 ,84 F,57 F,40 %,SE,3 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-03
10:30 ,84 F,57 F,40 %,SSE,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-03
11:00 ,84 F,55 F,37 %,VAR,3 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
11:30 ,82 F,57 F,42 %,SSW,7 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
12:00 ,81 F,59 F,48 %,SSE,7 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
12:30 ,79 F,61 F,54 %,ESE,6 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-03
13:00,79 F,61 F,54 %,SSE,8 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-03
13:30,77 F,63 F,61 %,S,6 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-03
14:00,77 F,63 F,61 %,SSE,3 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
14:30,75 F,64 F,69 %,VAR,2 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
15:00,75 F,64 F,69 %,SSW,3 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
15:30,75 F,64 F,69 %,S,5 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
16:00,73 F,66 F,78 %,SE,8 mph,0 mph,26.97 in,0.0 in,Partly Cloudy,01,2020-01-03
16:30,73 F,68 F,83 %,SSE,6 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
17:00,72 F,70 F,94 %,SE,3 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
17:30,70 F,70 F,100 %,ESE,5 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-03
18:00,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Partly Cloudy,01,2020-01-03
18:30,66 F,66 F,100 %,ESE,5 mph,0 mph,26.99 in,0.0 in,Fog,01,2020-01-03
19:00,68 F,68 F,100 %,SE,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-03
19:30,68 F,68 F,100 %,SE,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-03
20:00,68 F,68 F,100 %,SE,8 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-03
20:30,70 F,70 F,100 %,ESE,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-03
21:00,68 F,68 F,100 %,E,5 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
21:30,68 F,68 F,100 %,ESE,5 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
22:00,68 F,68 F,100 %,ESE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
22:30,66 F,66 F,100 %,E,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
23:00,68 F,68 F,100 %,SE,5 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-03
00:30 ,68 F,68 F,100 %,S,5 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
01:00 ,68 F,68 F,100 %,SSE,6 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
01:30 ,68 F,68 F,100 %,SSE,3 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
02:00 ,68 F,68 F,100 %,VAR,1 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
02:30 ,68 F,68 F,100 %,VAR,1 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-04
03:00 ,68 F,68 F,100 %,VAR,2 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-04
03:30 ,70 F,70 F,100 %,SSE,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-04
04:00 ,72 F,72 F,100 %,VAR,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-04
04:30 ,72 F,72 F,100 %,S,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-04
05:00 ,75 F,70 F,83 %,S,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-04
05:30 ,77 F,68 F,74 %,S,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-04
05:30 ,79 F,63 F,57 %,S,7 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-04
06:00 ,77 F,66 F,69 %,VAR,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-04
06:00 ,81 F,63 F,54 %,VAR,3 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
06:30 ,81 F,61 F,51 %,SSW,9 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-04
07:00 ,82 F,57 F,42 %,SSW,8 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-04
07:30 ,82 F,57 F,42 %,VAR,8 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-04
08:00 ,82 F,55 F,39 %,SW,10 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
08:30 ,84 F,54 F,35 %,SSW,8 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
09:00 ,84 F,54 F,35 %,SW,9 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
09:30 ,84 F,54 F,35 %,VAR,3 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
10:00 ,84 F,55 F,37 %,SSW,7 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
10:30 ,82 F,55 F,39 %,SW,7 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
11:00 ,84 F,55 F,37 %,S,5 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
11:30 ,82 F,55 F,39 %,SSW,8 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
12:00 ,82 F,55 F,39 %,SSW,6 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-04
12:30 ,81 F,55 F,42 %,SSW,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-04
13:00,81 F,55 F,42 %,S,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-04
13:30,79 F,59 F,51 %,VAR,1 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-04
14:00,75 F,63 F,65 %,VAR,1 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-04
14:30,75 F,61 F,61 %,W,3 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-04
15:00,73 F,64 F,73 %,VAR,3 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
15:30,73 F,61 F,65 %,VAR,1 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
16:00,73 F,61 F,65 %,VAR,1 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
16:30,72 F,64 F,78 %,E,5 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
17:00,72 F,66 F,83 %,ENE,3 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
17:30,72 F,66 F,83 %,VAR,3 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-04
18:00,72 F,70 F,94 %,SSE,6 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-04
18:30,70 F,70 F,100 %,SE,5 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-04
19:00,68 F,68 F,100 %,VAR,3 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-04
19:30,68 F,68 F,100 %,VAR,3 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
20:00,68 F,68 F,100 %,ESE,5 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
20:30,68 F,68 F,100 %,ESE,3 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-04
21:00,68 F,68 F,100 %,S,9 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-04
21:30,68 F,68 F,100 %,SSE,9 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-04
22:00,68 F,68 F,100 %,VAR,3 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-04
22:30,68 F,68 F,100 %,VAR,2 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-04
23:00,68 F,68 F,100 %,VAR,3 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-04
00:30 ,70 F,70 F,100 %,SE,5 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
01:00 ,70 F,70 F,100 %,SE,6 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
01:30 ,70 F,70 F,100 %,SE,5 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
02:00 ,70 F,70 F,100 %,SSE,5 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-05
02:30 ,70 F,70 F,100 %,S,6 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-05
03:00 ,70 F,70 F,100 %,SE,6 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
03:30 ,72 F,72 F,100 %,SSE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
04:00 ,73 F,72 F,94 %,S,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-05
04:30 ,73 F,70 F,88 %,S,7 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-05
05:00 ,75 F,68 F,78 %,S,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-05
05:30 ,75 F,66 F,73 %,S,6 mph,0 mph,26.97 in,0.0 in,Fog,01,2020-01-05
05:30 ,79 F,63 F,57 %,VAR,5 mph,0 mph,26.94 in,0.0 in,Partly Cloudy,01,2020-01-05
06:00 ,79 F,63 F,57 %,SW,5 mph,0 mph,26.91 in,0.0 in,Partly Cloudy,01,2020-01-05
06:00 ,77 F,66 F,69 %,S,5 mph,0 mph,26.94 in,0.0 in,Haze,01,2020-01-05
06:30 ,81 F,59 F,48 %,SSW,6 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-05
07:00 ,82 F,59 F,45 %,VAR,3 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-05
07:30 ,81 F,57 F,45 %,S,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-05
08:00 ,82 F,57 F,42 %,VAR,6 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-05
08:30 ,84 F,54 F,35 %,SSE,7 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
09:00 ,84 F,57 F,40 %,SSE,6 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
09:30 ,84 F,57 F,40 %,S,6 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
10:00 ,82 F,55 F,39 %,SE,9 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
10:30 ,82 F,57 F,42 %,S,9 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
11:00 ,82 F,55 F,39 %,S,6 mph,0 mph,26.83 in,0.0 in,Partly Cloudy,01,2020-01-05
11:30 ,82 F,57 F,42 %,S,7 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-05
12:00 ,81 F,57 F,45 %,S,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-05
12:30 ,81 F,59 F,48 %,VAR,5 mph,0 mph,26.86 in,0.0 in,Partly Cloudy,01,2020-01-05
13:00,79 F,59 F,51 %,SE,6 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
13:30,77 F,70 F,78 %,ENE,13 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
14:00,73 F,73 F,100 %,ENE,12 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-05
14:30,73 F,73 F,100 %,E,9 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-05
15:00,72 F,72 F,100 %,ENE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
15:30,73 F,73 F,100 %,E,9 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
16:00,72 F,72 F,100 %,E,8 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
16:30,72 F,72 F,100 %,E,8 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
17:00,72 F,72 F,100 %,ESE,7 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
17:30,72 F,72 F,100 %,E,8 mph,0 mph,26.94 in,0.0 in,Fog,01,2020-01-05
18:00,72 F,68 F,88 %,VAR,3 mph,0 mph,26.89 in,0.0 in,Partly Cloudy,01,2020-01-05
18:30,70 F,68 F,94 %,ESE,5 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
19:00,70 F,70 F,100 %,ESE,5 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
19:30,68 F,68 F,100 %,ESE,6 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
20:00,70 F,70 F,100 %,SSE,6 mph,0 mph,26.89 in,0.0 in,Fog,01,2020-01-05
20:30,70 F,70 F,100 %,SSE,5 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
21:00,70 F,70 F,100 %,SSE,5 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
21:30,70 F,70 F,100 %,SE,5 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
21:52,68 F,68 F,100 %,SE,7 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
22:00,68 F,68 F,100 %,ESE,8 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
22:30,68 F,68 F,100 %,ESE,5 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
23:00,68 F,68 F,100 %,SE,6 mph,0 mph,26.86 in,0.0 in,Fog,01,2020-01-05
00:30 ,70 F,70 F,100 %,ESE,7 mph,0 mph,26.91 in,0.0 in,Fog,01,2020-01-06
